miRNA	 165_sham 1_R1.fastq	 175_sham 2_R1.fastq	 189_sham 3_R1.fastq	 606_sham 4_R1.fastq	 608_sham 5_R1.fastq	 156_TAC 1_R1.fastq	 157_TAC 2_R1.fastq	 541_TAC 3_R1.fastq	 612_TAC 4_R1.fastq	 631_TAC 5_R1.fastq	 533_TAC+PDE5AI 1_R1.fastq	 536_TAC+PDE5AI 2_R1.fastq	 627_TAC+PDE5AI 3_R1.fastq	 647_TAC+PDE5AI 4_R1.fastq	 697_TAC+PDE5AI 5_R1.fastq	 151_TAC+PDE9AI 1_R1.fastq	 528_TAC+PDE9AI 2_R1.fastq	 529_TAC+PDE9AI 3_R1.fastq	 531_TAC+PDE9AI 4_R1.fastq	 542_TAC+PDE9AI 5_R1.fastq	 676_TAC+PDE9AI 6_R1.fastq
mmu-miR-511-3p	64	51	43	33	51	36	60	59	102	32	22	49	4	6	0	82	52	75	127	0	42
mmu-miR-511-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5112	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0
mmu-miR-5113	0	10	22	21	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5114	0	24	0	0	24	21	22	22	0	0	0	36	4	7	0	0	19	26	23	0	0
mmu-miR-5116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
mmu-miR-5118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5119	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5120	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0
mmu-miR-5121	54	43	48	55	66	28	52	67	64	33	14	51	10	0	0	70	35	45	55	0	48
mmu-miR-5122	35	29	36	17	45	31	42	42	44	35	21	48	20	15	33	42	27	42	49	15	34
mmu-miR-5123	16	0	0	0	0	0	0	0	17	0	0	0	0	0	0	14	0	20	0	0	0
mmu-miR-5124a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5124b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5126	46	63	37	50	99	48	82	72	42	36	33	207	24	22	59	88	43	65	0	57	71
mmu-miR-5127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5128	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0
mmu-miR-5129-3p	0	0	0	0	21	0	0	0	22	0	0	0	0	0	0	0	0	0	24	0	0
mmu-miR-5129-5p	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0
mmu-miR-5131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5132-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5132-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	15	0	5	0
mmu-miR-5133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5134-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5134-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-532-3p	44	60	52	34	65	20	75	79	69	62	55	58	49	38	39	81	55	77	113	35	37
mmu-miR-532-5p	947	925	688	450	773	1363	1431	1191	1743	1051	908	911	370	302	216	1554	960	1330	2669	321	718
mmu-miR-539-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-539-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-540-3p	35	35	29	35	45	35	38	47	53	43	33	32	17	21	20	47	27	38	59	14	24
mmu-miR-540-5p	49	22	37	0	47	29	35	53	25	33	15	50	0	0	0	59	23	40	53	0	36
mmu-miR-541-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-541-5p	408	454	435	295	427	781	892	1083	1300	661	647	425	157	166	101	819	438	1084	1412	183	317
mmu-miR-542-3p	100	54	69	48	88	135	93	70	207	51	12	21	0	0	0	98	120	68	104	0	75
mmu-miR-542-5p	35	33	32	23	23	28	43	39	48	28	23	20	15	13	5	35	31	30	32	8	22
mmu-miR-543-3p	6	8	12	0	0	10	12	11	22	0	8	8	4	0	0	14	0	13	14	0	0
mmu-miR-543-5p	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-544-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-544-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-547-3p	56	49	39	31	51	50	87	68	93	59	15	34	0	0	0	62	55	82	65	0	66
mmu-miR-547-5p	6	0	0	0	0	0	9	0	8	0	0	0	0	0	0	0	5	0	5	0	0
mmu-miR-551b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-551b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5615-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5615-5p	26	20	0	28	0	0	0	0	21	19	0	0	0	0	0	0	27	0	27	0	0
mmu-miR-5616-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5616-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5617-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5617-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5618-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5618-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5619-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5619-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5620-3p	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5620-5p	0	0	13	0	0	0	16	0	0	0	0	0	4	0	0	0	0	20	0	0	0
mmu-miR-5621-3p	18	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
mmu-miR-5621-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5622-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5622-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5623-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5623-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5624-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5624-5p	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5625-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5625-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5626-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0
mmu-miR-5626-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5627-3p	0	0	0	0	484	0	0	0	453	0	434	585	0	0	0	0	0	0	0	0	0
mmu-miR-5627-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5709-3p	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-5709-5p	38	25	26	25	29	19	29	19	33	17	0	14	0	0	0	35	28	20	21	0	33
mmu-miR-5710	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-574-3p	555	524	467	339	452	542	1181	1295	1306	941	718	614	347	343	258	1101	580	1284	1674	217	471
mmu-miR-574-5p	74	71	61	47	80	81	161	137	152	104	142	94	74	75	80	180	76	131	332	70	58
mmu-miR-582-3p	278	227	193	148	1799	464	414	472	602	227	115	137	36	18	11	655	296	319	583	17	173
mmu-miR-582-5p	31	29	24	23	237	29	41	58	70	24	6	8	0	0	0	78	50	32	79	0	26
mmu-miR-590-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-590-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-592-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-592-5p	7	8	9	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	8	0	0
mmu-miR-598-3p	19	22	13	28	15	26	20	26	38	26	0	15	0	0	0	23	18	21	23	4	0
mmu-miR-598-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-615-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
mmu-miR-615-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6236	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6240	10309	7119	7149	9257	23029	11653	18308	8699	14235	6518	5679	33622	3352	2815	4432	19999	9310	13207	8780	3501	13928
mmu-miR-6241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6380	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6392-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6392-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6395	16	18	16	18	27	0	11	19	13	11	9	21	0	7	0	0	10	16	16	0	18
mmu-miR-6396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6399	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6416-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6416-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6418-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6418-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6481	0	0	0	210	510	0	231	205	0	0	0	0	0	0	0	376	0	233	0	0	0
mmu-miR-6516-3p	6	0	0	10	0	0	0	0	15	0	0	0	0	0	0	19	0	0	9	6	0
mmu-miR-6516-5p	41	21	26	18	26	27	36	37	54	22	29	22	4	7	5	40	24	44	30	14	30
mmu-miR-652-3p	870	969	650	448	752	784	1298	1131	1366	1023	934	870	550	577	596	1224	810	1300	1662	430	584
mmu-miR-652-5p	0	0	0	0	0	0	0	0	9	0	0	0	5	0	0	0	0	0	15	0	0
mmu-miR-653-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-653-5p	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6537-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6537-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6538	145	278	100	97	217	102	124	171	109	58	101	461	96	78	174	253	93	255	138	148	217
mmu-miR-6539	0	21	0	0	0	0	0	0	15	13	0	0	4	0	0	0	0	0	0	0	0
mmu-miR-654-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-654-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6540-3p	0	0	0	10	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6540-5p	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	18	0	0	0
mmu-miR-6541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6546-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6546-5p	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	10	0	0
mmu-miR-664-3p	283	295	244	127	206	211	394	304	410	258	225	277	129	81	80	354	258	361	401	92	234
mmu-miR-664-5p	100	115	120	97	87	121	157	145	192	107	126	129	91	73	58	118	101	138	141	89	92
mmu-miR-665-3p	12	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-665-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-666-3p	8	14	0	16	15	10	16	20	22	11	7	14	0	7	0	20	0	6	18	7	9
mmu-miR-666-5p	18	21	20	21	25	19	35	37	32	24	17	21	6	9	6	43	20	21	25	19	38
mmu-miR-667-3p	21	25	22	0	0	15	29	62	51	35	35	37	19	37	0	48	0	41	35	23	0
mmu-miR-667-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-668-3p	19	24	22	18	41	21	58	66	57	23	28	30	31	29	26	37	26	46	64	25	21
mmu-miR-668-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669a-3-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669a-3p/mmu-miR-669o-3p	13	14	7	8	14	0	7	10	13	10	0	0	0	2	0	6	5	10	10	0	4
mmu-miR-669a-5p/mmu-miR-669p-5p	24	31	24	22	16	17	19	13	22	18	7	14	0	0	0	22	22	29	16	0	27
mmu-miR-669b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669b-5p	5	8	4	7	8	11	10	6	8	7	2	9	0	0	0	0	7	10	7	0	6
mmu-miR-669c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669c-5p	14	11	11	11	20	6	14	11	9	14	12	13	0	4	6	13	18	10	13	7	6
mmu-miR-669d-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669d-5p	0	4	2	0	0	0	3	9	4	0	0	0	0	0	0	3	3	0	0	0	0
mmu-miR-669e-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669e-5p	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669f-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669f-5p	0	0	6	0	0	0	2	3	0	0	0	0	0	0	0	0	0	3	0	0	9
mmu-miR-669g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669h-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669h-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669k-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669k-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669l-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669l-5p	6	0	0	2	0	0	0	6	0	3	0	3	0	0	0	0	3	4	5	0	7
mmu-miR-669m-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669o-5p	40	20	34	19	22	0	19	14	14	18	0	0	0	0	0	0	16	17	11	0	26
mmu-miR-669p-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-670-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-670-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-671-3p	336	378	376	188	309	418	598	561	567	414	309	314	231	317	236	473	324	482	729	232	258
mmu-miR-671-5p	72	56	67	33	75	49	95	98	154	86	60	81	25	19	25	105	65	92	165	18	49
mmu-miR-6715-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6715-5p	0	0	0	0	0	18	12	0	0	0	0	0	0	0	0	0	13	0	0	0	0
mmu-miR-672-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
mmu-miR-672-5p	20	7	9	10	21	12	23	15	11	8	6	4	0	5	3	19	12	15	15	7	10
mmu-miR-673-3p	39	25	24	0	60	34	54	47	48	25	26	63	22	12	21	50	25	38	44	25	44
mmu-miR-673-5p	70	63	51	70	94	102	114	135	134	100	97	79	27	69	51	116	67	154	212	41	65
